"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"9",1,10,0.421052631578947,1,3.06298706598961,4.89522635740677,3.50926834561605,4.3567488384783,2.99170969050738,4.16324863187361,3.80245598404618,2.0171407086872,0.43800922678372,0.303531549179679,2.73678576906326,2.03247786159339,1.27875277437353,3.89486752627447,4.60203375597027,3.5392164297909
"34",3,10,0.407894736842105,1,3.04402182382188,4.29984230577412,3.190312012086,4.94485935925556,3.36148002959827,2.75418348176169,4.06001043747877,4.56351345791546,2.40495540268434,0.0558157553573664,1.24132109533231,2.07373486535703,2.21360833044151,3.65061685379088,1.32347664732462,4.55003829304162
"19",2,7,0.407894736842105,1,4.94200885579748,3.03446633009073,4.83279762615756,4.23198949838572,2.18815238966173,0.972363427431234,2.87587265376451,1.15347282221495,4.08558720260762,0.119084804169402,3.37314378063644,0.973504379678826,4.59183868136974,2.73340501839062,3.22298332148336,0.978790808564712
"46",4,11,0.394736842105263,1,3.55859762803475,2.95809335025593,4.27461923461818,4.650392093281,3.39606691002965,3.02039471318865,1.45456407980659,2.92591981748713,1.16065931417115,1.81889696019859,2.43431559848231,0.328553263463768,3.61777936880311,1.18411027940079,2.85161707106223,3.23736197080698
"25",2,13,0.394736842105263,1,4.78769985290612,3.43722495974422,3.54506243655278,3.8971214367146,2.41308798602268,0.36256870241989,1.86764295633409,0.156466269776315,4.28184372772368,1.79498563193871,0.95068928009078,4.52883470201129,3.67172264497268,2.18157640275458,2.81213869036406,2.15895727558119
"45",4,10,0.381578947368421,1,3.92573871308363,4.75097129765074,3.45197998267685,1.73538754321868,2.26419004029839,2.8722346818836,3.46482890248906,3.43336766539326,2.22167302254921,2.39319186147608,0.0700660191521155,1.07706614958349,2.98520786271005,4.36283599828678,3.68933460062208,2.23758178470096
"41",4,6,0.381578947368421,1,4.92536355225072,4.1192646335212,3.38697651298713,3.3636080005671,3.45918538361235,1.86220317504655,2.60274034468507,2.86940746875591,3.58976949497824,4.33423524474482,0.630050442300097,3.28365511743723,0.467265466231661,1.98297260822624,1.52842276458307,2.3755019077052
"93",10,13,0.368421052631579,1,2.47301777617914,1.75989832112572,0.562666992623638,1.13795990207946,4.60968155304546,2.48539693072539,4.61977962276559,1.89437512495135,2.7272316079303,3.83977669784622,4.5389724101184,3.74849919606235,2.99981798839435,3.69931089722254,3.10269979833456,2.44040390942976
"91",10,11,0.368421052631579,1,2.93351400188652,0.927700372979496,1.01406445709373,2.04880042669647,4.2944023917888,3.62671771443411,3.10718313034419,4.59019314828172,1.58309973323772,0.857480350458568,2.48837154046129,3.47815940929854,0.142548708514418,3.23310491429463,3.74079638613218,2.39258443475968
"72",7,10,0.368421052631579,1,4.38145665426917,4.00193099910871,2.22619554226515,2.72626687358572,4.50755135458004,3.89235033732359,2.08055907476764,4.34219325195808,3.52276996322303,1.19223782673766,3.18870224679975,0.796930979548553,4.46083980700706,4.25840086809716,4.56280300377466,3.24090532562155
"35",3,11,0.368421052631579,1,2.27257718945658,4.03219451818042,4.79803929331801,2.79204653831691,1.35545500065832,4.20118918740073,4.25115007203987,1.12440982298582,1.03030359557037,2.29179026176941,2.23964698041653,0.464773922387483,3.42948716626503,3.066063643454,2.42311569648079,2.47008251738128
"79",8,10,0.355263157894737,1,3.22880054273892,2.6084956146409,4.15840817770219,4.08921134904586,3.8091910979107,2.16480603526445,1.25490476524834,3.75448808060444,1.20117760064205,3.52276996322303,1.39884959716578,0.899242681129003,4.26871520164611,4.53932807787131,3.43257498337418,3.69574409584675
"23",2,11,0.355263157894737,1,3.16944047721418,3.01622879059682,5.00614881368424,4.87043726528414,2.14291167942239,0.98424825118699,1.29340687820361,2.18384637616831,0.750892289487121,0.239062477817231,2.84727903077142,1.23626353374925,2.10144353236434,3.41930393549224,2.55098937560326,3.64099039884665
